a
,220,890,173,847,158,703
,103,703
,121,1008
,854,1008
,854,949
,226,86
,549,86,712,86,768,139
,768,139,815,186,830,336

A
,1499,20
,963,20
,963,77,1143,77,1143,149
,1143,149,1143,200,1122,247
,1008,526
,430,526
,320,237,297,176,297,147
,297,147,297,77,475,77
,475,20
,-6,20
,-6,77
,6,77,155,77,219,239
,717,1487
,772,1487
,1280,227,1338,83,1499,77
,1499,20,981,604
,719,1261
,719,1261
,459,604

B
,901,776,1336,702,1336,415
,1336,415,1336,20,729,20
,103,20
,103,77,204,84,250,102
,250,102,312,130,312,237
,312,1243,312,1341,273,1368
,273,1368,235,1397,103,1407
,103,1464
,740,1464,939,1464,1074,1399
,1074,1399,1254,1310,1254,1118
,1254,1118,1254,847,901,782
,901,776,451,811
,670,811
,670,811,1100,811,1100,1110
,1100,1110,1100,1399,701,1399
,631,1399,575,1399,545,1390
,545,1390,451,1372,451,1243
,451,811,451,737
,451,249
,451,249,451,86,631,86
,697,86,1178,86,1178,407
,1178,407,1178,737,666,737

C
,1429,475,1364,230,1204,100
,1204,100,1043,-31,821,-31
,821,-31,530,-31,340,159
,340,159,123,373,123,735
,123,735,123,1096,344,1320
,344,1320,538,1515,823,1515
,823,1515,1048,1515,1218,1395
,1218,1395,1260,1366,1276,1366
,1276,1366,1307,1366,1311,1450
,1374,1450
,1374,1038
,1313,1038,1284,1185,1194,1288
,1194,1288,1056,1441,834,1441
,834,1441,536,1441,391,1183
,391,1183,289,997,289,751
,289,751,289,457,442,270
,442,270,600,75,848,75
,848,75,1228,75,1354,500

D
,103,1464
,727,1464,1045,1464,1231,1327
,1231,1327,1495,1133,1495,745
,1495,745,1495,258,1108,86
,1108,86,958,20,717,20
,103,20
,103,77,204,84,250,102
,250,102,312,130,312,237
,312,1243,312,1341,273,1368
,273,1368,235,1397,103,1407
,103,1464,711,1399
,637,1399
,637,1399,583,1399,539,1388
,539,1388,455,1367,455,1243
,455,239,455,140,514,112
,514,112,555,92,637,92
,711,92,969,92,1094,180
,1094,180,1329,342,1329,755

E
,1307,463
,1277,20
,103,20
,103,77,216,87,253,104
,253,104,312,129,312,237
,312,1245,312,1341,273,1368
,273,1368,235,1397,103,1407
,103,1464
,1252,1464
,1277,1057
,1215,1057,1203,1233,1138,1311
,1138,1311,1064,1399,812,1399
,631,1399,546,1399,498,1376
,498,1376,451,1351,451,1245
,451,803
,668,803,791,803,834,858
,834,858,874,911,883,1014
,943,1014
,943,514
,883,514,874,615,842,663
,842,663,799,731,668,731
,451,731
,451,241,451,145,492,116
,492,116,537,88,631,88
,812,88,1054,88,1135,159
,1135,159,1231,242,1246,463

F
,1279,1059
,1217,1059,1208,1205,1158,1290
,1158,1290,1090,1399,808,1399
,631,1399,543,1399,498,1376
,498,1376,451,1348,451,1245
,451,799
,670,799,797,799,836,856
,836,856,876,915,885,1012
,945,1012
,945,514
,885,514,876,613,845,661
,845,661,801,729,670,729
,451,729
,451,237,451,137,512,106
,512,106,555,83,676,77
,676,20
,103,20
,103,77,211,84,250,102
,250,102,312,130,312,237
,312,1243,312,1341,273,1368
,273,1368,235,1397,103,1407
,103,1464
,1254,1464

G
,1567,631,1468,622,1433,606
,1433,606,1374,581,1374,471
,1374,26
,1329,26
,1266,145,1098,-29,829,-29
,829,-29,526,-29,332,165
,332,165,123,377,123,733
,123,733,123,1097,346,1320
,346,1320,541,1515,823,1515
,823,1515,1048,1515,1218,1395
,1218,1395,1260,1366,1276,1366
,1276,1366,1307,1366,1311,1450
,1374,1450
,1374,1046
,1313,1046,1285,1186,1194,1286
,1194,1286,1057,1441,834,1441
,834,1441,536,1441,391,1183
,391,1183,289,997,289,745
,289,745,289,442,445,250
,445,250,602,55,844,55
,844,55,1071,55,1188,196
,1188,196,1239,257,1239,350
,1239,471,1239,575,1188,602
,1188,602,1152,622,1030,631
,1030,688
,1567,688

H
,1580,20
,1017,20
,1017,77,1128,84,1164,102
,1164,102,1224,130,1224,237
,1224,727
,453,727
,453,237,453,133,504,106
,504,106,546,84,662,77
,662,20
,103,20
,103,77,207,84,250,102
,250,102,312,130,312,237
,312,1243,312,1348,259,1376
,259,1376,219,1397,103,1407
,103,1464
,662,1464
,662,1407,561,1400,514,1380
,514,1380,453,1356,453,1243
,453,809
,1224,809
,1224,1241,1224,1343,1162,1374
,1162,1374,1118,1397,1007,1407
,1007,1464
,1580,1464
,1580,1407,1460,1397,1416,1374
,1416,1374,1365,1347,1365,1241
,1365,237,1365,136,1422,106
,1422,106,1464,83,1580,77

I
,672,20
,107,20
,107,77,216,84,259,102
,259,102,316,126,316,237
,316,1243,316,1349,265,1376
,265,1376,218,1398,107,1407
,107,1464
,672,1464
,672,1407,570,1400,526,1380
,526,1380,461,1352,461,1243
,461,237,461,134,516,106
,516,106,562,83,672,77

J
,883,1407,788,1400,741,1380
,741,1380,682,1355,682,1243
,682,364,682,-47,336,-47
,336,-47,212,-47,121,18
,121,18,17,95,17,194
,17,194,17,319,130,319
,130,319,236,319,236,219
,236,219,236,131,154,118
,154,118,188,26,326,26
,326,26,463,26,512,153
,512,153,537,218,537,401
,537,1243,537,1348,484,1376
,484,1376,438,1401,318,1407
,318,1464
,883,1464

K
,1492,20
,933,20
,933,77,1097,77,1097,131
,1097,131,1097,155,1025,245
,599,768
,460,637
,460,237,460,136,517,106
,517,106,559,83,677,77
,677,20
,112,20
,112,77,218,83,262,102
,262,102,321,127,321,237
,321,1239,321,1343,262,1374
,262,1374,218,1397,102,1407
,102,1464
,677,1464
,677,1407,570,1400,523,1380
,523,1380,460,1353,460,1241
,460,729
,1033,1280,1074,1321,1074,1347
,1074,1347,1074,1404,919,1407
,919,1464
,1421,1464
,1421,1407,1269,1394,1144,1276
,698,854
,1234,208,1337,87,1492,77

L
,1244,458
,1216,20
,110,20
,110,77,211,84,258,102
,258,102,319,130,319,237
,319,1241,319,1344,262,1374
,262,1374,218,1397,102,1407
,102,1464
,673,1464
,673,1407,557,1397,513,1374
,513,1374,462,1347,462,1241
,462,239,462,149,495,122
,495,122,536,88,634,88
,759,88,1014,88,1095,184
,1095,184,1166,273,1187,458

M
,1858,20
,1303,20
,1303,77,1411,84,1451,102
,1451,102,1510,127,1510,241
,1510,1364
,1504,1364
,987,20
,916,20
,401,1362
,393,1362
,393,239,393,134,446,106
,446,106,492,83,594,77
,594,20
,88,20
,88,77,188,84,234,102
,234,102,293,130,293,239
,293,1239,293,1350,240,1378
,240,1378,204,1397,80,1407
,80,1464
,508,1464
,979,241
,1446,1464
,1858,1464
,1858,1407,1759,1401,1710,1378
,1710,1378,1649,1350,1649,1241
,1649,241,1649,134,1702,106
,1702,106,1744,84,1858,77

N
,1610,1407,1510,1400,1470,1382
,1470,1382,1411,1354,1411,1247
,1411,0
,1323,0
,399,1298
,393,1298
,393,239,393,134,446,106
,446,106,492,83,594,77
,594,20
,88,20
,88,77,188,84,234,102
,234,102,293,130,293,239
,293,1239,293,1350,240,1378
,240,1378,204,1397,80,1407
,80,1464
,450,1464
,1305,260
,1311,260
,1311,1247,1311,1350,1258,1378
,1258,1378,1212,1401,1102,1407
,1102,1464
,1610,1464

O
,825,1515,1110,1515,1305,1320
,1305,1320,1526,1096,1526,749
,1526,749,1526,382,1303,159
,1303,159,1110,-33,825,-33
,825,-33,541,-33,346,161
,346,161,123,384,123,745
,123,745,123,1096,344,1320
,344,1320,539,1515,825,1515,825,1443
,575,1443,428,1238
,428,1238,293,1051,293,749
,293,749,293,481,397,300
,397,300,541,46,825,46
,825,46,1071,46,1219,249
,1219,249,1356,435,1356,742
,1356,742,1356,1070,1202,1261

P
,103,1464
,744,1464,1062,1464,1196,1315
,1196,1315,1284,1217,1284,1077
,1284,1077,1284,659,711,659
,453,659
,453,237,453,136,510,106
,510,106,552,83,672,77
,672,20
,103,20
,103,77,211,84,250,102
,250,102,312,130,312,237
,312,1241,312,1341,273,1368
,273,1368,235,1397,103,1407
,103,1464,453,737
,652,737
,652,737,1124,737,1124,1065
,1124,1065,1124,1396,699,1396
,635,1396,581,1396,537,1386
,537,1386,453,1364,453,1241

Q
,1616,-68,1517,-195,1385,-195
,1385,-195,1213,-195,1090,26
,1090,26,961,-33,821,-33
,821,-33,532,-33,342,159
,342,159,123,381,123,743
,123,743,123,1095,342,1320
,342,1320,537,1515,824,1515
,824,1515,1108,1515,1303,1320
,1303,1320,1524,1096,1524,745
,1524,745,1524,316,1196,84
,1196,84,1297,-97,1432,-97
,1432,-97,1510,-97,1581,-25
,1616,-68,1163,161
,1358,362,1358,741
,1358,741,1358,1109,1163,1304
,1163,1304,1024,1443,826,1443
,826,1443,576,1443,426,1232
,426,1232,289,1043,289,741
,289,741,289,236,633,49
,635,55,551,133,551,239
,551,239,551,336,619,403
,619,403,692,477,807,477
,807,477,935,477,1030,372
,1030,372,1081,317,1163,161,1055,98
,932,373,787,373
,787,373,723,373,678,328
,678,328,631,281,631,211
,631,211,631,36,842,36
,842,36,910,36,977,59

R
,1440,20
,1147,20,1016,353,877,551
,877,551,764,706,598,706
,453,706
,453,237,453,135,512,104
,512,104,553,84,668,77
,668,20
,103,20
,103,77,211,84,250,102
,250,102,312,130,312,237
,312,1241,312,1341,273,1368
,273,1368,235,1397,103,1407
,103,1464
,752,1464,962,1464,1086,1394
,1086,1394,1264,1293,1264,1103
,1264,1103,1264,896,1092,794
,1092,794,987,736,846,727
,846,720,966,677,1078,501
,1078,501,1126,423,1243,198
,1243,198,1305,77,1440,77
,1440,20,453,778
,637,778
,637,778,1110,778,1110,1089
,1110,1089,1110,1399,713,1399
,635,1399,581,1399,537,1388
,537,1388,453,1367,453,1243

S
,1014,1052,998,1207,903,1308
,903,1308,795,1425,610,1425
,610,1425,461,1425,374,1329
,374,1329,304,1253,304,1146
,304,1146,304,963,571,868
,622,850,946,732,1040,626
,1040,626,1128,526,1128,387
,1128,387,1128,177,958,65
,958,65,834,-16,663,-16
,663,-16,476,-16,315,85
,315,85,269,116,243,116
,243,116,206,116,206,24
,143,24
,143,501
,202,501,224,313,323,204
,323,204,453,65,663,65
,663,65,802,65,884,141
,884,141,972,220,972,356
,972,356,972,458,898,538
,898,538,831,609,618,696
,579,712,356,799,286,852
,286,852,157,950,157,1112
,157,1112,157,1293,292,1401
,292,1401,415,1499,604,1499
,604,1499,768,1499,930,1411
,930,1411,963,1392,979,1392
,979,1392,1008,1392,1011,1474
,1075,1474
,1075,1052

T
,1267,1085
,1206,1085,1196,1189,1157,1272
,1157,1272,1099,1396,874,1396
,706,1396
,706,237,706,137,761,106
,761,106,803,83,923,77
,923,20
,348,20
,348,77,465,84,508,102
,508,102,565,126,565,237
,565,1396
,411,1396,196,1396,131,1282
,131,1282,87,1209,71,1085
,14,1085
,43,1464
,1247,1464

U
,1596,1407,1501,1401,1455,1382
,1455,1382,1391,1355,1391,1243
,1391,600,1391,-27,834,-27
,834,-27,258,-27,258,588
,258,1241,258,1345,199,1376
,199,1376,152,1398,41,1407
,41,1464
,614,1464
,614,1407,503,1401,452,1374
,452,1374,401,1347,401,1241
,401,608,401,75,848,75
,848,75,1291,75,1291,608
,1291,1243,1291,1350,1238,1378
,1238,1378,1196,1401,1088,1407
,1088,1464
,1596,1464

V
,1485,1407,1321,1404,1258,1243
,768,-23
,707,-23
,219,1245,161,1401,-6,1407
,-6,1464
,535,1464
,535,1407,356,1404,356,1333
,356,1333,356,1294,379,1233
,762,213
,1151,1245,1174,1306,1174,1337
,1174,1337,1174,1404,998,1407
,998,1464
,1485,1464

W
,1980,1405,1932,1405,1892,1392
,1892,1392,1810,1371,1769,1235
,1389,-12
,1323,-12
,1010,1048
,1004,1048
,659,-12
,594,-12
,207,1224,164,1363,92,1388
,92,1388,56,1401,0,1405
,0,1464
,530,1464
,530,1407,419,1404,381,1386
,381,1386,342,1368,342,1317
,342,1317,342,1276,362,1212
,653,254
,659,254
,967,1196
,954,1243,920,1373,844,1394
,844,1394,804,1404,743,1407
,743,1464
,1268,1464
,1268,1407,1179,1403,1147,1399
,1147,1399,1077,1386,1077,1321
,1077,1321,1077,1293,1096,1228
,1378,264
,1384,264
,1671,1235,1688,1294,1688,1321
,1688,1321,1688,1404,1495,1407
,1495,1464
,1980,1464

X
,1481,20
,924,20
,924,77,1094,77,1094,139
,1094,139,1094,178,1042,247
,723,680
,385,227,338,161,338,133
,338,133,338,77,516,77
,516,20
,0,20
,0,77,161,80,291,254
,664,755
,324,1220,190,1404,35,1407
,35,1464
,592,1464
,592,1407,420,1404,420,1343
,420,1343,420,1310,475,1232
,758,845
,1061,1253,1110,1318,1110,1351
,1110,1351,1110,1404,932,1407
,932,1464
,1446,1464
,1446,1407,1289,1404,1157,1228
,815,774
,1192,262,1324,80,1481,77

Y
,1415,1407,1262,1404,1153,1226
,776,604
,776,237,776,140,835,106
,835,106,877,84,993,77
,993,20
,420,20
,420,77,538,84,578,102
,578,102,635,129,635,237
,635,585
,244,1245,147,1404,-6,1407
,-6,1464
,555,1464
,555,1407,377,1404,377,1339
,377,1339,377,1297,414,1232
,725,686
,1069,1269,1089,1302,1089,1331
,1089,1331,1089,1401,899,1407
,899,1464
,1415,1464

Z
,1205,458
,1176,20
,70,20
,70,121
,996,1394
,627,1394,359,1394,275,1322
,275,1322,186,1243,164,1073
,105,1073
,133,1464
,1162,1464
,1162,1388
,226,96
,697,96,940,96,1024,155
,1024,155,1132,226,1147,458

0
,628,1515,883,1515,1015,1277
,1015,1277,1134,1070,1134,741
,1134,741,1134,412,1011,200
,1011,200,879,-31,634,-31
,634,-31,388,-31,256,200
,256,200,135,414,135,743
,135,743,135,1198,346,1400
,346,1400,467,1515,628,1515,636,1443
,489,1443,399,1285
,399,1285,291,1090,291,742
,291,742,291,451,369,267
,369,267,463,44,636,44
,636,44,814,44,906,276
,906,276,978,456,978,740
,978,740,978,1042,900,1226

1
,990,20
,292,20
,292,84,461,84,505,104
,505,104,575,134,575,235
,575,1224,575,1333,468,1333
,266,1333
,266,1390,592,1425,718,1524
,718,235,718,142,780,108
,780,108,823,84,990,84

2
,1120,440
,1071,20
,172,20
,172,102,240,394,588,678
,621,705,788,833,843,909
,843,909,921,1015,921,1134
,921,1134,921,1298,815,1380
,815,1380,737,1439,628,1439
,628,1439,454,1439,375,1327
,375,1327,333,1267,330,1202
,330,1202,428,1199,428,1106
,428,1106,428,1006,330,1006
,330,1006,209,1006,209,1143
,209,1143,209,1282,324,1396
,324,1396,442,1515,635,1515
,635,1515,816,1515,938,1421
,938,1421,1081,1311,1081,1124
,1081,1124,1081,995,1005,889
,1005,889,935,788,729,655
,672,618,339,405,281,145
,823,145,950,145,989,202
,989,202,1026,251,1061,440

3
,715,776,1088,702,1088,395
,1088,395,1088,227,971,110
,971,110,831,-33,590,-33
,590,-33,403,-33,273,69
,273,69,156,161,156,288
,156,288,156,434,279,434
,279,434,383,434,383,331
,383,331,383,237,295,237
,295,237,281,237,271,239
,271,239,280,183,326,136
,326,136,418,50,574,50
,574,50,731,50,834,153
,834,153,932,251,932,399
,932,399,932,538,840,630
,840,630,740,731,566,731
,463,731
,463,813
,566,813,709,813,801,905
,801,905,899,1003,899,1153
,899,1153,899,1274,819,1351
